,loss,val_loss
0,0.3677026331424713,1.4109523296356201
1,1.724796175956726,0.05770915001630783
2,0.052449390292167664,0.017379235476255417
3,0.036250464618206024,0.005730497185140848
4,0.02248094230890274,0.016420485451817513
5,0.019691258668899536,0.003381015732884407
6,0.040999412536621094,0.006297609303146601
7,0.013476885855197906,0.006146829109638929
8,0.014101496897637844,0.00849518459290266
9,0.014871827326714993,0.004206690937280655
10,0.00986536592245102,0.005695358384400606
11,0.008221890777349472,0.00734111201018095
12,0.00727105000987649,0.0013352937530726194
13,0.007495363708585501,0.0010874547297134995
14,0.005960959941148758,0.004985395818948746
15,0.004849232267588377,0.00727083021774888
16,0.006964522879570723,0.002140117110684514
17,0.004017264116555452,0.001547632273286581
18,0.004544857423752546,0.005745584145188332
19,0.003712354227900505,0.009865153580904007
20,0.004320410080254078,0.004195993300527334
21,0.002952204318717122,0.0018109033117070794
22,0.0035437745973467827,0.003048195270821452
23,0.0029505540151149035,0.006723786238580942
24,0.003308327170088887,0.005562857259064913
25,0.0025197858922183514,0.0029111288022249937
26,0.002661810489371419,0.0028880720492452383
27,0.002487914403900504,0.004907905124127865
28,0.0023652196396142244,0.005984162446111441
29,0.0024870324414223433,0.00417509488761425
30,0.0020708655938506126,0.0030675302259624004
31,0.002424185397103429,0.004007930867373943
32,0.002245959360152483,0.006220967508852482
33,0.0022735390812158585,0.005927810445427895
34,0.002087485510855913,0.00399119732901454
35,0.0022251904010772705,0.0038553590420633554
36,0.0020339381881058216,0.004972499795258045
37,0.0019528476987034082,0.006658164318650961
38,0.0020064045675098896,0.006186824757605791
39,0.00200481410138309,0.004137374460697174
40,0.0020106129813939333,0.004106553737074137
41,0.001865027821622789,0.005771805997937918
42,0.001908559468574822,0.005893158260732889
43,0.0020901348907500505,0.004883965011686087
44,0.002015097998082638,0.004705960396677256
45,0.0020325814839452505,0.005150208715349436
46,0.0018666236428543925,0.005793561227619648
47,0.0018746060086414218,0.005379935260862112
48,0.0018088241340592504,0.0058613368310034275
49,0.0017425353871658444,0.006281948182731867
50,0.001762134488672018,0.006127522327005863
51,0.001703309128060937,0.005922298412770033
52,0.0017497492954134941,0.006022183690220118
